2.041554516564866901e+02,5.900383621351634744e-02,6.941873627870759345e-01
2.232276647810823533e+02,-4.793289612493654983e-02,8.458745488187139117e+00
2.459130938420244092e+02,-1.567467202672796489e-01,1.803581681317480800e+01
2.722117388393128863e+02,-2.674376362135129082e-01,2.942540133775008115e+01
3.021235997729477276e+02,-3.800056439636363970e-01,4.262749906191295679e+01
3.356486766429290469e+02,-4.944507435176500598e-01,5.764210998566343847e+01
3.727869694492567305e+02,-6.107729348755539522e-01,7.446923410900151907e+01
4.135384781919307784e+02,-7.289722180373480187e-01,9.310887143192721283e+01
4.579032028709513042e+02,-8.490485930030322592e-01,1.135610219544405055e+02
5.058811434863181944e+02,-9.710020597726067848e-01,1.358256856765414113e+02
5.574723000380315625e+02,-1.094832618346071484e+00,1.599028625982299161e+02
6.126766725260912381e+02,-1.220540268723426136e+00,1.857925527195060340e+02
6.714942609504972779e+02,-1.348125010904671184e+00,2.134947560403697651e+02
7.339250653112497957e+02,-1.477586844889806406e+00,2.430094725608210808e+02
7.999690856083486779e+02,-1.608925770678831801e+00,2.743367022808599813e+02
8.696263218417940379e+02,-1.742141788271747593e+00,3.074764452004865234e+02
9.428967740115857623e+02,-1.877234897668553337e+00,3.424287013197006218e+02
1.019780442117723851e+03,-2.014205098869249255e+00,3.791934706385023901e+02
1.100277326160208304e+03,-2.153052391873835347e+00,4.177707531568917148e+02
1.184387426139039235e+03,-2.293776776682311613e+00,4.581605488748685957e+02
1.272110742054216644e+03,-2.436378253294678053e+00,5.003628577924332603e+02
1.363447273905740531e+03,-2.580856821710935556e+00,5.443776799095853676e+02
1.458397021693610668e+03,-2.727212481931082344e+00,5.902050152263251448e+02
1.556959985417826829e+03,-2.875445233955119306e+00,6.378448637426524783e+02
1.659136165078389922e+03,-3.025555077783046443e+00,6.872972254585674818e+02
1.667954342536474712e+02,2.980051172110215196e-01,3.375468119124485966e+00
1.814727601150808312e+02,1.979157271581922506e-01,8.814106976596253418e+00
1.997633019128605838e+02,9.594924530147277975e-02,1.606525903365562513e+01
2.216670596469867291e+02,-7.894328359136885964e-03,2.512892429030259933e+01
