1.733333333333333254e-03,8.054687499999999781e-04
0.000000000000000000e+00,1.071874999999999911e-03
5.199999999999999761e-03,6.250000000000000300e-06
3.466666666666666508e-03,5.390624999999999367e-04
4.159999999999999809e-02,4.268749999999999975e-03
2.426666666666666555e-02,6.250000000000000300e-06
2.599999999999999881e-02,6.250000000000000300e-06
5.199999999999999761e-03,6.250000000000000300e-06
2.253333333333333230e-02,6.250000000000000300e-06
1.559999999999999928e-02,6.250000000000000300e-06
1.559999999999999928e-02,6.250000000000000300e-06
5.199999999999999761e-03,6.250000000000000300e-06
1.559999999999999928e-02,6.250000000000000300e-06
1.559999999999999928e-02,6.250000000000000300e-06
